Player,Nation,Pos,SpecificPos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,Cmp,Att,Cmp%,TB,Crs,CK,1/3,PPA,Touches,PrgC,Succ,Att_stats_possession,PrgR,SCA90,GCA90,Gls,xG,Sh,SoT,G/Sh,G/SoT,Tkl,TklW,Int,Blocks_stats_defense,Clr,Err,Ast_p90,xAG_p90,KP_p90,PrgP_p90,Cmp_p90,Att_p90,TB_p90,Crs_p90,CK_p90,1/3_p90,PPA_p90,Touches_p90,PrgC_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,Gls_p90,xG_p90,Sh_p90,SoT_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,Err_p90,Cluster
Christantus Uche,ng NGA,"FW,MF",CM,Getafe,es La Liga,21.0,33,30,2486,27.6,6,2.9,29,49,387,592,65.4,1,22,0,37,16,971,43,32,91,148,2.82,0.36,4,3.8,50,14,0.08,0.29,35,21,10,20,19,0,0.217,0.105,1.051,1.775,14.022,21.449,0.036,0.797,0.0,1.341,0.58,35.181,1.558,1.159,3.297,5.362,0.145,0.138,1.812,0.507,1.268,0.761,0.362,0.725,0.688,0.0,1
Manuel Ugarte Ribeiro,uy URU,MF,CDM,Manchester Utd,eng Premier League,23.0,29,22,1785,19.8,2,1.1,10,61,800,910,87.9,2,7,0,59,9,1161,16,18,32,20,1.56,0.2,1,1.0,19,4,0.05,0.25,77,49,27,33,17,2,0.101,0.056,0.505,3.081,40.404,45.96,0.101,0.354,0.0,2.98,0.455,58.636,0.808,0.909,1.616,1.01,0.051,0.051,0.96,0.202,3.889,2.475,1.364,1.667,0.859,0.101,0
Lesley Ugochukwu,fr FRA,MF,CDM,Southampton,eng Premier League,20.0,26,18,1655,18.4,1,1.0,14,49,600,706,85.0,2,6,0,54,7,879,29,19,28,20,1.3,0.05,1,0.9,10,1,0.1,1.0,50,24,14,27,23,2,0.054,0.054,0.761,2.663,32.609,38.37,0.109,0.326,0.0,2.935,0.38,47.772,1.576,1.033,1.522,1.087,0.054,0.049,0.543,0.054,2.717,1.304,0.761,1.467,1.25,0.109,0
Deniz Undav,de GER,"FW,MF",CM,Stuttgart,de Bundesliga,28.0,27,20,1726,19.2,3,3.6,26,70,431,589,73.2,6,11,0,38,27,797,31,10,24,141,3.02,0.42,9,11.7,75,31,0.12,0.29,11,10,3,15,10,0,0.156,0.188,1.354,3.646,22.448,30.677,0.312,0.573,0.0,1.979,1.406,41.51,1.615,0.521,1.25,7.344,0.469,0.609,3.906,1.615,0.573,0.521,0.156,0.781,0.521,0.0,1
Kacper Urbanski,pl POL,MF,CDM,Monza,it Serie A,19.0,8,6,500,5.6,0,0.1,4,41,215,249,86.3,1,4,1,30,2,304,10,3,8,14,1.26,0.0,0,0.1,5,1,0.0,0.0,5,3,2,7,9,0,0.0,0.018,0.714,7.321,38.393,44.464,0.179,0.714,0.179,5.357,0.357,54.286,1.786,0.536,1.429,2.5,0.0,0.018,0.893,0.179,0.893,0.536,0.357,1.25,1.607,0.0,0
Can Uzun,tr TUR,"MF,FW",CAM,Eint Frankfurt,de Bundesliga,18.0,20,6,675,7.5,1,1.1,14,42,239,299,79.9,2,18,6,25,18,395,11,11,22,45,5.06,0.4,4,3.0,27,11,0.15,0.36,10,4,1,9,3,0,0.133,0.147,1.867,5.6,31.867,39.867,0.267,2.4,0.8,3.333,2.4,52.667,1.467,1.467,2.933,6.0,0.533,0.4,3.6,1.467,1.333,0.533,0.133,1.2,0.4,0.0,2
Josha Vagnoman,de GER,"DF,MF",CDM,Stuttgart,de Bundesliga,23.0,26,19,1834,20.4,1,2.1,22,47,725,902,80.4,1,43,0,36,18,1105,24,8,28,96,1.42,0.05,1,1.5,15,6,0.07,0.17,26,14,14,16,57,1,0.049,0.103,1.078,2.304,35.539,44.216,0.049,2.108,0.0,1.765,0.882,54.167,1.176,0.392,1.373,4.706,0.049,0.074,0.735,0.294,1.275,0.686,0.686,0.784,2.794,0.049,0
Óscar Valentín,es ESP,MF,CDM,Rayo Vallecano,es La Liga,29.0,34,18,1835,20.4,0,0.9,13,86,688,830,82.9,0,2,0,74,6,1068,13,5,11,8,2.16,0.15,0,0.4,5,1,0.0,0.0,55,41,21,36,51,2,0.0,0.044,0.637,4.216,33.725,40.686,0.0,0.098,0.0,3.627,0.294,52.353,0.637,0.245,0.539,0.392,0.0,0.02,0.245,0.049,2.696,2.01,1.029,1.765,2.5,0.098,0
Federico Valverde,uy URU,"MF,DF",CDM,Real Madrid,es La Liga,26.0,36,34,3032,33.7,4,3.1,39,226,2010,2237,89.9,3,26,3,232,31,2543,66,16,28,76,2.58,0.39,6,2.7,57,22,0.11,0.27,50,30,55,38,52,1,0.119,0.092,1.157,6.706,59.644,66.38,0.089,0.772,0.089,6.884,0.92,75.46,1.958,0.475,0.831,2.255,0.178,0.08,1.691,0.653,1.484,0.89,1.632,1.128,1.543,0.03,0
Siebe Van Der Heyden,be BEL,"DF,MF",CDM,St. Pauli,de Bundesliga,26.0,13,11,872,9.7,0,0.0,2,28,386,487,79.3,0,18,0,36,6,602,10,1,5,26,0.83,0.0,1,1.7,3,2,0.33,0.5,17,10,17,8,43,2,0.0,0.0,0.206,2.887,39.794,50.206,0.0,1.856,0.0,3.711,0.619,62.062,1.031,0.103,0.515,2.68,0.103,0.175,0.309,0.206,1.753,1.031,1.753,0.825,4.433,0.206,0
Ruben Vargas,ch SUI,"FW,MF",CM,Sevilla,es La Liga,25.0,11,9,671,7.5,1,0.8,13,14,166,247,67.2,0,37,16,11,9,362,29,12,33,63,4.16,0.4,2,2.0,17,5,0.12,0.4,7,4,3,9,10,0,0.133,0.107,1.733,1.867,22.133,32.933,0.0,4.933,2.133,1.467,1.2,48.267,3.867,1.6,4.4,8.4,0.267,0.267,2.267,0.667,0.933,0.533,0.4,1.2,1.333,0.0,1
José Luis García Vayá,es ESP,MF,CDM,Valencia,es La Liga,25.0,34,18,1742,19.4,2,2.1,32,142,970,1237,78.4,4,109,72,163,6,1406,13,8,13,19,2.74,0.15,2,2.1,12,4,0.0,0.0,43,25,19,23,42,0,0.103,0.108,1.649,7.32,50.0,63.763,0.206,5.619,3.711,8.402,0.309,72.474,0.67,0.412,0.67,0.979,0.103,0.108,0.619,0.206,2.216,1.289,0.979,1.186,2.165,0.0,0
Matías Vecino,uy URU,MF,CM,Lazio,it Serie A,32.0,20,7,877,9.7,3,2.4,11,29,322,397,81.1,4,2,0,32,3,475,4,1,1,14,2.25,0.41,2,2.3,16,4,0.13,0.5,13,7,5,9,15,0,0.309,0.247,1.134,2.99,33.196,40.928,0.412,0.206,0.0,3.299,0.309,48.969,0.412,0.103,0.103,1.443,0.206,0.237,1.649,0.412,1.34,0.722,0.515,0.928,1.546,0.0,1
Jordan Veretout,fr FRA,MF,CDM,Lyon,fr Ligue 1,31.0,27,19,1553,17.3,0,0.6,13,99,792,944,83.9,1,26,8,86,12,1085,35,5,9,60,2.09,0.06,2,1.9,21,9,0.1,0.22,30,14,5,17,23,1,0.0,0.035,0.751,5.723,45.78,54.566,0.058,1.503,0.462,4.971,0.694,62.717,2.023,0.289,0.52,3.468,0.116,0.11,1.214,0.52,1.734,0.809,0.289,0.983,1.329,0.058,0
Arthur Vermeeren,be BEL,MF,CDM,RB Leipzig,de Bundesliga,19.0,28,18,1572,17.5,2,0.9,12,77,821,953,86.1,2,3,0,71,6,1109,14,6,15,20,1.6,0.11,0,0.4,4,1,0.0,0.0,32,19,23,34,25,2,0.114,0.051,0.686,4.4,46.914,54.457,0.114,0.171,0.0,4.057,0.343,63.371,0.8,0.343,0.857,1.143,0.0,0.023,0.229,0.057,1.829,1.086,1.314,1.943,1.429,0.114,0
Yorbe Vertessen,be BEL,"MF,FW",CM,Union Berlin,de Bundesliga,23.0,17,7,718,8.0,0,1.6,15,16,133,201,66.2,1,23,14,6,14,342,18,19,51,42,4.0,0.0,1,1.3,27,5,0.04,0.2,6,3,3,6,6,0,0.0,0.2,1.875,2.0,16.625,25.125,0.125,2.875,1.75,0.75,1.75,42.75,2.25,2.375,6.375,5.25,0.125,0.162,3.375,0.625,0.75,0.375,0.375,0.75,0.75,0.0,1
Mikel Vesga,es ESP,MF,CDM,Athletic Club,es La Liga,31.0,25,10,988,11.0,0,1.0,12,64,429,539,79.6,3,8,0,51,5,653,10,7,12,22,1.91,0.09,0,1.2,5,2,0.0,0.0,22,15,15,10,26,0,0.0,0.091,1.091,5.818,39.0,49.0,0.273,0.727,0.0,4.636,0.455,59.364,0.909,0.636,1.091,2.0,0.0,0.109,0.455,0.182,2.0,1.364,1.364,0.909,2.364,0.0,0
Carlos Vicente,es ESP,"FW,MF",CM,Alavés,es La Liga,25.0,37,35,3092,34.4,5,5.4,63,68,720,1140,63.2,3,269,85,36,38,1551,104,34,106,226,3.11,0.26,5,3.5,35,13,0.11,0.31,47,31,14,34,40,0,0.145,0.157,1.831,1.977,20.93,33.14,0.087,7.82,2.471,1.047,1.105,45.087,3.023,0.988,3.081,6.57,0.145,0.102,1.017,0.378,1.366,0.901,0.407,0.988,1.163,0.0,1
Samuele Vignato,it ITA,MF,CDM,Monza,it Serie A,20.0,17,3,470,5.2,0,0.0,1,17,126,167,75.4,1,14,0,9,2,214,5,4,13,30,1.34,0.19,0,0.3,4,1,0.0,0.0,6,3,0,1,6,0,0.0,0.0,0.192,3.269,24.231,32.115,0.192,2.692,0.0,1.731,0.385,41.154,0.962,0.769,2.5,5.769,0.0,0.058,0.769,0.192,1.154,0.577,0.0,0.192,1.154,0.0,0
Nicolas Viola,it ITA,"FW,MF",CM,Cagliari,it Serie A,34.0,27,18,1267,14.1,1,1.9,28,46,285,452,63.1,4,79,45,34,11,595,21,11,30,70,4.19,0.28,3,2.2,31,9,0.1,0.33,14,7,3,5,5,0,0.071,0.135,1.986,3.262,20.213,32.057,0.284,5.603,3.191,2.411,0.78,42.199,1.489,0.78,2.128,4.965,0.213,0.156,2.199,0.638,0.993,0.496,0.213,0.355,0.355,0.0,1
Vitinha,pt POR,"FW,MF",CM,Genoa,it Serie A,24.0,25,16,1328,14.8,3,3.3,16,19,191,322,59.3,3,45,2,12,10,572,38,22,68,71,2.78,0.2,2,1.6,33,5,0.06,0.4,23,8,12,14,22,0,0.203,0.223,1.081,1.284,12.905,21.757,0.203,3.041,0.135,0.811,0.676,38.649,2.568,1.486,4.595,4.797,0.135,0.108,2.23,0.338,1.554,0.541,0.811,0.946,1.486,0.0,1
Vitinha,pt POR,MF,CAM,Paris S-G,fr Ligue 1,24.0,29,20,2042,22.7,1,2.6,27,224,2236,2403,93.1,13,21,6,257,37,2581,53,27,40,57,3.22,0.18,5,3.4,25,12,0.12,0.25,43,23,14,26,19,2,0.044,0.115,1.189,9.868,98.502,105.859,0.573,0.925,0.264,11.322,1.63,113.7,2.335,1.189,1.762,2.511,0.22,0.15,1.101,0.529,1.894,1.013,0.617,1.145,0.837,0.088,2
Nikola Vlašić,hr CRO,"MF,FW",CM,Torino,it Serie A,26.0,30,23,2117,23.5,4,2.4,32,94,613,768,79.8,3,26,1,57,24,983,53,24,48,110,2.98,0.34,5,3.4,30,10,0.1,0.3,37,19,9,15,15,0,0.17,0.102,1.362,4.0,26.085,32.681,0.128,1.106,0.043,2.426,1.021,41.83,2.255,1.021,2.043,4.681,0.213,0.145,1.277,0.426,1.574,0.809,0.383,0.638,0.638,0.0,1
Aster Vranckx,be BEL,MF,CDM,Wolfsburg,de Bundesliga,21.0,14,6,556,6.2,0,0.0,1,20,166,202,82.2,1,3,0,16,2,276,5,5,6,6,0.97,0.16,0,0.0,0,0,0.0,0.0,11,6,10,14,13,0,0.0,0.0,0.161,3.226,26.774,32.581,0.161,0.484,0.0,2.581,0.323,44.516,0.806,0.806,0.968,0.968,0.0,0.0,0.0,0.0,1.774,0.968,1.613,2.258,2.097,0.0,0
Paul Wanner,de GER,"MF,FW",CM,Heidenheim,de Bundesliga,18.0,29,20,1771,19.7,2,1.3,20,64,518,709,73.1,4,52,25,43,13,935,28,25,59,65,2.59,0.36,3,3.7,24,5,0.08,0.4,40,27,4,15,20,0,0.102,0.066,1.015,3.249,26.294,35.99,0.203,2.64,1.269,2.183,0.66,47.462,1.421,1.269,2.995,3.299,0.152,0.188,1.218,0.254,2.03,1.371,0.203,0.761,1.015,0.0,1
James Ward-Prowse,eng ENG,MF,CDM,West Ham,eng Premier League,29.0,15,12,1039,11.5,1,1.9,20,54,677,768,88.2,0,49,34,76,5,849,11,2,5,9,2.95,0.09,1,1.6,13,5,0.08,0.2,20,14,8,6,15,0,0.087,0.165,1.739,4.696,58.87,66.783,0.0,4.261,2.957,6.609,0.435,73.826,0.957,0.174,0.435,0.783,0.087,0.139,1.13,0.435,1.739,1.217,0.696,0.522,1.304,0.0,0
Julian Weigl,de GER,MF,CDM,Gladbach,de Bundesliga,28.0,33,33,2881,32.0,2,1.1,11,122,1557,1763,88.3,5,11,1,121,18,2075,11,7,8,9,1.59,0.19,0,0.7,19,6,0.0,0.0,53,25,48,54,86,3,0.062,0.034,0.344,3.812,48.656,55.094,0.156,0.344,0.031,3.781,0.562,64.844,0.344,0.219,0.25,0.281,0.0,0.022,0.594,0.188,1.656,0.781,1.5,1.688,2.688,0.094,0
Nelson Weiper,de GER,"FW,MF",CM,Mainz 05,de Bundesliga,19.0,23,7,704,7.8,2,1.9,10,13,116,173,67.1,0,6,0,12,5,311,12,10,21,62,2.05,0.26,3,4.1,22,12,0.14,0.25,5,4,2,5,5,1,0.256,0.244,1.282,1.667,14.872,22.179,0.0,0.769,0.0,1.538,0.641,39.872,1.538,1.282,2.692,7.949,0.385,0.526,2.821,1.538,0.641,0.513,0.256,0.641,0.641,0.128,1
Mitchell Weiser,de GER,"DF,MF",CM,Werder Bremen,de Bundesliga,30.0,32,32,2868,31.9,9,4.7,42,125,1151,1558,73.9,10,78,0,74,40,1949,65,35,84,200,2.73,0.41,5,5.4,43,15,0.12,0.33,61,40,22,33,61,3,0.282,0.147,1.317,3.918,36.082,48.84,0.313,2.445,0.0,2.32,1.254,61.097,2.038,1.097,2.633,6.27,0.157,0.169,1.348,0.47,1.912,1.254,0.69,1.034,1.912,0.094,1
Noah Weißhaupt,de GER,"FW,MF",CM,St. Pauli,de Bundesliga,22.0,19,13,1160,12.9,0,1.8,18,33,226,363,62.3,1,72,24,19,15,509,42,13,38,94,3.26,0.08,1,2.1,18,4,0.06,0.25,6,4,2,7,8,1,0.0,0.14,1.395,2.558,17.519,28.14,0.078,5.581,1.86,1.473,1.163,39.457,3.256,1.008,2.946,7.287,0.078,0.163,1.395,0.31,0.465,0.31,0.155,0.543,0.62,0.078,1
Timo Werner,de GER,"FW,MF",CAM,Tottenham,eng Premier League,28.0,18,4,516,5.7,3,2.5,10,30,158,236,66.9,2,28,2,3,15,298,42,10,19,89,3.13,0.52,0,1.0,8,3,0.0,0.0,6,4,1,10,7,0,0.526,0.439,1.754,5.263,27.719,41.404,0.351,4.912,0.351,0.526,2.632,52.281,7.368,1.754,3.333,15.614,0.0,0.175,1.404,0.526,1.053,0.702,0.175,1.754,1.228,0.0,2
Adam Wharton,eng ENG,MF,CDM,Crystal Palace,eng Premier League,20.0,20,16,1318,14.6,2,3.0,26,107,548,725,75.6,5,39,26,78,18,872,14,2,10,11,4.03,0.41,0,0.4,13,5,0.0,0.0,34,14,20,11,27,0,0.137,0.205,1.781,7.329,37.534,49.658,0.342,2.671,1.781,5.342,1.233,59.726,0.959,0.137,0.685,0.753,0.0,0.027,0.89,0.342,2.329,0.959,1.37,0.753,1.849,0.0,0
Mats Wieffer,nl NED,"DF,MF",CDM,Brighton,eng Premier League,24.0,25,10,1015,11.3,3,1.6,16,62,594,698,85.1,0,13,0,53,9,867,18,7,15,23,2.83,0.53,1,0.8,9,4,0.11,0.25,58,34,17,18,28,3,0.265,0.142,1.416,5.487,52.566,61.77,0.0,1.15,0.0,4.69,0.796,76.726,1.593,0.619,1.327,2.035,0.088,0.071,0.796,0.354,5.133,3.009,1.504,1.593,2.478,0.265,0
Joe Willock,eng ENG,"MF,FW",CM,Newcastle Utd,eng Premier League,24.0,32,11,1086,12.1,2,2.1,22,41,300,363,82.6,0,18,0,28,8,533,38,12,35,86,3.73,0.33,0,1.6,18,3,0.0,0.0,30,17,6,24,7,0,0.165,0.174,1.818,3.388,24.793,30.0,0.0,1.488,0.0,2.314,0.661,44.05,3.14,0.992,2.893,7.107,0.0,0.132,1.488,0.248,2.479,1.405,0.496,1.983,0.579,0.0,1
Harry Wilson,wls WAL,"FW,MF",CM,Fulham,eng Premier League,27.0,25,12,1162,12.9,1,1.1,20,51,326,445,73.3,1,41,27,26,15,598,22,9,24,96,3.41,0.23,6,4.2,43,17,0.14,0.35,20,14,7,15,10,1,0.078,0.085,1.55,3.953,25.271,34.496,0.078,3.178,2.093,2.016,1.163,46.357,1.705,0.698,1.86,7.442,0.465,0.326,3.333,1.318,1.55,1.085,0.543,1.163,0.775,0.078,1
Patrick Wimmer,at AUT,"MF,FW",CM,Wolfsburg,de Bundesliga,23.0,29,22,1770,19.7,4,2.9,24,91,427,650,65.7,7,42,21,55,23,920,46,37,69,75,3.61,0.61,3,3.7,41,10,0.07,0.3,47,35,32,31,15,2,0.203,0.147,1.218,4.619,21.675,32.995,0.355,2.132,1.066,2.792,1.168,46.701,2.335,1.878,3.503,3.807,0.152,0.188,2.081,0.508,2.386,1.777,1.624,1.574,0.761,0.102,1
Jonas Wind,dk DEN,"FW,MF",CM,Wolfsburg,de Bundesliga,25.0,31,21,1966,21.8,3,4.2,34,100,432,612,70.6,6,7,0,66,24,810,17,6,20,94,2.97,0.27,9,5.7,38,11,0.21,0.73,10,6,6,17,15,0,0.138,0.193,1.56,4.587,19.817,28.073,0.275,0.321,0.0,3.028,1.101,37.156,0.78,0.275,0.917,4.312,0.413,0.261,1.743,0.505,0.459,0.275,0.275,0.78,0.688,0.0,1
Harry Winks,eng ENG,MF,CDM,Leicester City,eng Premier League,28.0,22,17,1538,17.1,2,1.2,17,101,910,1045,87.1,4,34,16,110,7,1158,19,3,12,11,2.28,0.18,0,0.2,10,4,0.0,0.0,24,11,9,19,20,0,0.117,0.07,0.994,5.906,53.216,61.111,0.234,1.988,0.936,6.433,0.409,67.719,1.111,0.175,0.702,0.643,0.0,0.012,0.585,0.234,1.404,0.643,0.526,1.111,1.17,0.0,0
Florian Wirtz,de GER,"MF,FW",CAM,Leverkusen,de Bundesliga,21.0,31,25,2351,26.1,12,7.0,57,176,1370,1749,78.3,26,101,42,96,65,2096,131,82,167,309,5.66,0.99,10,9.4,74,35,0.11,0.23,32,20,10,32,6,1,0.46,0.268,2.184,6.743,52.49,67.011,0.996,3.87,1.609,3.678,2.49,80.307,5.019,3.142,6.398,11.839,0.383,0.36,2.835,1.341,1.226,0.766,0.383,1.226,0.23,0.038,2
Dani de Wit,nl NED,"MF,FW",CDM,Bochum,de Bundesliga,26.0,28,11,1153,12.8,1,0.5,10,33,296,411,72.0,1,8,0,24,5,558,5,1,8,37,1.72,0.16,2,2.1,20,7,0.1,0.29,29,17,12,17,23,1,0.078,0.039,0.781,2.578,23.125,32.109,0.078,0.625,0.0,1.875,0.391,43.594,0.391,0.078,0.625,2.891,0.156,0.164,1.562,0.547,2.266,1.328,0.938,1.328,1.797,0.078,0
